dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-04,2025-08-04 02:57:17,CUST000000270427,647328,2,2000000291093,Two,INR,4204,5%,398,web,
2025-08-04,2025-08-04 02:57:17,CUST000000270427,647328,3,2000000125855,1,INR,10259,11%,457,web,
2025-08-04,2025-08-04 03:29:27,CUST000000032419,647329,1,2000000124919,1,SGD,1654,3%,81,app,NEW10
2025-08-04,2025-08-04 01:21:14,CUST000000270149,647330,1,2000000040691,1,USD,$643,7%,108,app,
2025-08-04,2025-08-04 03:15:22,CUST000000087489,647331,1,2000000393049,1,GBP,375,1%,45,web,
2025-08-04,2025-08-04 03:15:22,CUST000000087489,647331,2,2000000173337,1,GBP,205,7%,23,web,
2025-08-04,2025-08-04 20:19:56,CUST000000243423,647332,1,2000000035321,Two,INR,1474,23%,410,web,
2025-08-04,2025-08-04 01:37:26,CUST000000137813,647333,1,2000000142791,Two,INR,8012,9%,1744,app,NEW10
2025-08-04,2025-08-04 07:55:40,CUST000000191166,647334,1,2000000165615,1,INR,13085,0%,655,app,FEST20
2025-08-04,2025-08-04 07:55:40,CUST000000191166,647334,2,2000000420769,1,INR,2871,19%,280,app,FEST20
2025-08-04,2025-08-04 18:03:27,CUST000000159019,647335,1,2000000427812,1,INR,15133,5%,1721,app,NEW10
2025-08-04,2025-08-04 18:03:27,CUST000000159019,647335,2,2000000201399,1,INR,3722,2%,437,app,NEW10
2025-08-04,2025-08-04 06:37:33,CUST000000149588,647336,1,2000000496146,1,INR,1014,2%,120,app,
2025-08-04,2025-08-04 01:09:01,CUST000000016895,647337,1,2000000005164,1,USD,$142,1%,8,web,
2025-08-04,2025-08-04 01:09:01,CUST000000016895,647337,2,2000000024295,Two,USD,$14,0%,4,web,
2025-08-04,2025-08-04 15:19:56,CUST000000107561,647338,1,2000000348582,1,GBP,8,8%,1,web,
2025-08-04,2025-08-04 22:58:45,CUST000000262033,647339,1,2000000106410,1,INR,56173,13%,2432,web,PRIME5
2025-08-04,2025-08-04 04:09:14,CUST000000221896,647340,1,2000000012865,Two,INR,3066,9%,280,app,FEST20
2025-08-04,2025-08-04 18:12:01,CUST000000037864,647341,1,2000000202860,1,USD,$23,20%,3,web,
2025-08-04,2025-08-04 18:12:01,CUST000000037864,647341,2,2000000176987,1,USD,$7,17%,2,web,
2025-08-04,2025-08-04 10:34:19,CUST000000178501,647342,1,2000000212098,1,CAD,58,0%,3,web,
2025-08-04,2025-08-04 12:06:55,CUST000000298074,647343,1,2000000401638,1,INR,821,10%,38,app,FEST20
2025-08-04,2025-08-04 12:06:55,CUST000000298074,647343,2,2000000174082,1,INR,1132,0%,57,app,FEST20
2025-08-04,2025-08-04 12:06:55,CUST000000298074,647343,3,2000000127644,Two,INR,39346,0%,3935,app,FEST20
2025-08-04,2025-08-04 12:06:55,CUST000000298074,647343,4,2000000439594,1,INR,5523,17%,826,app,FEST20
2025-08-04,2025-08-04 02:47:58,CUST000000004305,647344,1,2000000122175,1,SGD,9,15%,2,app,
2025-08-04,2025-08-04 02:47:58,CUST000000004305,647344,2,2000000395586,1,SGD,48,21%,2,app,
2025-08-04,2025-08-04 10:55:24,CUST000000288521,647345,1,2000000292380,1,AUD,81,23%,8,web,
2025-08-04,2025-08-04 10:55:24,CUST000000288521,647345,2,2000000071879,1,AUD,934,8%,103,web,
2025-08-04,2025-08-04 05:30:21,CUST000000202746,647346,1,2000000116013,1,INR,4878,0%,244,app,NEW10
2025-08-04,2025-08-04 05:30:21,CUST000000202746,647346,2,2000000267067,1,INR,985,17%,42,app,NEW10
2025-08-04,2025-08-04 05:30:21,CUST000000202746,647346,3,2000000105734,Two,INR,2904,8%,644,app,NEW10
2025-08-04,2025-08-04 16:09:16,CUST000000097818,647347,1,2000000151601,1,SGD,59,4%,7,app,PRIME5
2025-08-04,2025-08-04 08:51:36,CUST000000223585,647348,1,2000000223865,1,INR,107627,24%,14651,app,
2025-08-04,2025-08-04 08:51:36,CUST000000223585,647348,2,2000000396828,1,INR,832,6%,94,app,
2025-08-04,2025-08-04 08:51:36,CUST000000223585,647348,3,2000000082646,1,INR,36446,2%,6423,app,
2025-08-04,2025-08-04 23:41:39,CUST000000077061,647349,1,2000000012766,3,INR,14096,18%,6242,app,PRIME5
2025-08-04,2025-08-04 09:16:49,CUST000000160827,647350,1,2000000050041,3,USD,$179,3%,95,app,PRIME5
2025-08-04,2025-08-04 01:42:58,CUST000000084846,647351,1,2000000104973,1,INR,632,6%,72,app,SAVE50
2025-08-04,2025-08-04 09:42:36,CUST000000100039,647352,1,2000000265636,1,INR,1395,8%,154,web,
2025-08-04,2025-08-04 23:46:28,CUST000000256841,647353,1,2000000264028,1,CAD,42,24%,6,app,
2025-08-04,2025-08-04 23:46:28,CUST000000256841,647353,2,2000000447131,1,CAD,14,3%,2,app,
2025-08-04,2025-08-04 05:01:14,CUST000000238982,647354,1,2000000144573,1,INR,1306,14%,57,web,
2025-08-04,2025-08-04 07:30:38,CUST000000260416,647355,1,2000000103204,1,INR,15108,14%,2327,app,
2025-08-04,2025-08-04 07:30:38,CUST000000260416,647355,2,2000000008530,1,INR,8401,17%,834,app,
2025-08-04,2025-08-04 20:50:18,CUST000000011952,647356,1,2000000400815,1,INR,4872,4%,564,app,
2025-08-04,2025-08-04 11:58:22,CUST000000248093,647357,1,2000000303376,1,INR,2201,0%,265,app,
2025-08-04,2025-08-04 18:22:14,CUST000000074433,647358,1,2000000499499,1,INR,719,10%,78,app,FEST20
2025-08-04,2025-08-04 23:47:05,CUST000000117550,647359,1,2000000178820,1,GBP,5,34%,1,app,
2025-08-04,2025-08-04 15:08:01,CUST000000278029,647360,1,2000000471921,1,INR,4698,0%,564,app,FEST20
2025-08-04,2025-08-04 23:11:46,CUST000000199945,647361,1,2000000291642,1,INR,735,6%,124,app,
2025-08-04,2025-08-04 15:44:46,CUST000000042195,647362,1,2000000028316,1,GBP,52,0%,7,web,NEW10
2025-08-04,2025-08-04 15:44:46,CUST000000042195,647362,2,2000000271132,1,GBP,9,9%,2,web,NEW10
2025-08-04,2025-08-04 01:46:07,CUST000000208808,647363,1,2000000344935,1,INR,2741,15%,280,app,
2025-08-04,2025-08-04 19:51:03,CUST000000181366,647364,1,2000000089140,1,GBP,391,0%,20,web,PRIME5
2025-08-04,2025-08-04 01:25:58,CUST000000205491,647365,1,2000000276786,Two,INR,2672,13%,838,web,
2025-08-04,2025-08-04 01:25:58,CUST000000205491,647365,2,2000000459912,1,INR,2573,0%,309,web,
2025-08-04,2025-08-04 01:25:58,CUST000000205491,647365,3,2000000328829,Two,INR,3848,14%,798,web,
2025-08-04,2025-08-04 15:34:45,CUST000000162145,647366,1,2000000363257,1,GBP,10,10%,1,web,FEST20
2025-08-04,2025-08-04 15:34:45,CUST000000162145,647366,2,2000000264455,1,GBP,610,14%,27,web,FEST20
2025-08-04,2025-08-04 15:34:45,CUST000000162145,647366,3,2000000017730,1,GBP,14,10%,2,web,FEST20
2025-08-04,2025-08-04 10:25:29,CUST000000022004,647367,1,2000000055138,1,USD,$38,20%,4,web,
2025-08-04,2025-08-04 10:25:29,CUST000000022004,647367,2,2000000463551,1,USD,$16,22%,1,web,
2025-08-04,2025-08-04 10:25:29,CUST000000022004,647367,3,2000000197036,3,USD,$25,0%,14,web,
2025-08-04,2025-08-04 19:59:04,CUST000000199806,647368,1,2000000056241,Two,INR,1585,18%,313,app,
2025-08-04,2025-08-04 23:08:14,CUST000000121914,647369,1,2000000199887,1,AED,168,12%,8,web,
2025-08-04,2025-08-04 17:45:53,CUST000000047055,647370,1,2000000121437,1,AUD,207,5%,24,app,
2025-08-04,2025-08-04 17:45:53,CUST000000047055,647370,2,2000000470887,1,AUD,24,2%,3,app,
2025-08-04,2025-08-04 13:26:21,CUST000000202164,647371,1,2000000386607,1,AED,27,8%,4,web,
2025-08-04,2025-08-04 13:26:21,CUST000000202164,647371,2,2000000371993,1,AED,107,17%,11,web,
2025-08-04,2025-08-04 09:08:53,CUST000000013588,647372,1,2000000193823,1,GBP,43,2%,3,web,
2025-08-04,2025-08-04 09:08:53,CUST000000013588,647372,2,2000000083971,1,GBP,77,16%,8,web,
2025-08-04,2025-08-04 09:13:21,CUST000000225317,647373,1,2000000031835,1,GBP,504,1%,60,web,
2025-08-04,2025-08-04 08:41:31,CUST000000140370,647374,1,2000000253206,1,AUD,149,6%,17,web,
2025-08-04,2025-08-04 08:41:31,CUST000000140370,647374,2,2000000068213,1,AUD,86,6%,10,web,
2025-08-04,2025-08-04 14:54:33,CUST000000076213,647375,1,2000000281667,1,GBP,126,20%,13,app,
2025-08-04,2025-08-04 09:15:33,CUST000000037991,647376,1,2000000447742,Two,AED,580,6%,131,app,PRIME5
2025-08-04,2025-08-04 09:15:33,CUST000000037991,647376,2,2000000100135,1,AED,3277,15%,337,app,PRIME5
2025-08-04,2025-08-04 18:23:41,CUST000000218024,647377,1,2000000311692,1,USD,$11,17%,1,app,
2025-08-04,2025-08-04 18:23:41,CUST000000218024,647377,2,2000000091075,1,USD,$18,11%,1,app,
2025-08-04,2025-08-04 18:23:41,CUST000000218024,647377,3,2000000171265,1,USD,$1132,8%,53,app,
2025-08-04,2025-08-04 13:23:01,CUST000000069568,647378,1,2000000249438,1,INR,1488,2%,175,web,PRIME5
2025-08-04,2025-08-04 13:23:01,CUST000000069568,647378,2,2000000270838,Two,INR,4067,2%,961,web,PRIME5
2025-08-04,2025-08-04 13:23:01,CUST000000069568,647378,3,2000000478838,1,INR,1743,14%,271,web,PRIME5
2025-08-04,2025-08-04 13:23:01,CUST000000069568,647378,4,2000000020747,1,INR,33890,18%,3335,web,PRIME5
2025-08-04,2025-08-04 22:17:17,CUST000000088491,647379,1,2000000031538,1,AUD,31,4%,6,app,
2025-08-04,2025-08-04 22:17:17,CUST000000088491,647379,2,2000000331270,3,AUD,84,18%,11,app,
2025-08-04,2025-08-04 01:34:31,CUST000000247771,647380,1,2000000191515,1,INR,384,6%,19,app,PRIME5
2025-08-04,2025-08-04 17:17:04,CUST000000124807,647381,1,2000000065991,1,AUD,17,0%,1,web,SAVE50
2025-08-04,2025-08-04 17:17:04,CUST000000124807,647381,2,2000000387307,1,AUD,28,9%,4,web,SAVE50
2025-08-04,2025-08-04 01:12:25,CUST000000119687,647382,1,2000000485584,1,GBP,99,11%,5,web,
2025-08-04,2025-08-04 01:45:54,CUST000000232344,647383,1,2000000089492,1,INR,4325,14%,446,app,
2025-08-04,2025-08-04 01:45:54,CUST000000232344,647383,2,2000000437439,1,INR,7184,0%,863,app,
2025-08-04,2025-08-04 01:45:54,CUST000000232344,647383,3,2000000178059,Two,INR,1539,18%,127,app,
2025-08-04,2025-08-04 01:45:54,CUST000000232344,647383,4,2000000236100,1,INR,864,5%,100,app,
2025-08-04,2025-08-04 10:23:29,CUST000000249901,647384,1,2000000181554,1,INR,1887,8%,209,web,NEW10
2025-08-04,2025-08-04 05:17:24,CUST000000042241,647385,1,2000000326405,1,INR,2281,15%,233,app,
2025-08-04,2025-08-04 05:17:24,CUST000000042241,647385,2,2000000106458,1,INR,1824,5%,209,app,
2025-08-04,2025-08-04 15:43:50,CUST000000046688,647386,1,2000000382739,4,CAD,313,25%,170,app,
2025-08-04,2025-08-04 15:43:50,CUST000000046688,647386,2,2000000412986,1,CAD,429,5%,50,app,
2025-08-04,2025-08-04 15:43:50,CUST000000046688,647386,3,2000000456454,1,CAD,199,16%,21,app,
2025-08-04,2025-08-04 15:43:50,CUST000000046688,647386,4,2000000306810,1,CAD,43,15%,7,app,
2025-08-04,2025-08-04 20:37:44,CUST000000073972,647387,1,2000000177878,1,AUD,695,3%,34,web,
2025-08-04,2025-08-04 20:37:44,CUST000000073972,647387,2,2000000097558,1,AUD,860,4%,99,web,
2025-08-04,2025-08-04 16:13:22,CUST000000204200,647388,1,2000000131368,Two,INR,29683,9%,2697,app,
2025-08-04,2025-08-04 12:44:30,CUST000000216720,647389,1,2000000265858,3,USD,$21,0%,4,app,PRIME5
2025-08-04,2025-08-04 12:56:40,CUST000000179811,647390,1,2000000283807,1,CAD,13,5%,2,app,
2025-08-04,2025-08-04 12:56:40,CUST000000179811,647390,2,2000000194189,1,CAD,1464,8%,162,app,
2025-08-04,2025-08-04 01:23:44,CUST000000029968,647391,1,2000000399829,1,AED,180,1%,9,app,
2025-08-04,2025-08-04 01:23:44,CUST000000029968,647391,2,2000000265322,1,AED,60,16%,10,app,
2025-08-04,2025-08-04 11:57:18,CUST000000267678,647392,1,2000000148281,3,INR,2681,7%,901,app,
2025-08-04,2025-08-04 11:57:18,CUST000000267678,647392,2,2000000309262,1,INR,6433,0%,322,app,
2025-08-04,2025-08-04 16:22:28,CUST000000258452,647393,1,2000000457925,1,CAD,34,0%,2,app,
2025-08-04,2025-08-04 16:22:28,CUST000000258452,647393,2,2000000064185,1,CAD,64,7%,8,app,
2025-08-04,2025-08-04 16:22:28,CUST000000258452,647393,3,2000000389059,1,CAD,199,3%,24,app,
2025-08-04,2025-08-04 05:19:02,CUST000000216361,647394,1,2000000146669,1,INR,3037,0%,152,app,SAVE50
2025-08-04,2025-08-04 05:19:02,CUST000000216361,647394,2,2000000193717,1,INR,16339,15%,2506,app,SAVE50
2025-08-04,2025-08-04 05:19:02,CUST000000216361,647394,3,2000000096018,3,INR,1103,0%,398,app,SAVE50
2025-08-04,2025-08-04 05:19:02,CUST000000216361,647394,4,2000000276199,1,INR,53307,10%,2397,app,SAVE50
2025-08-04,2025-08-04 05:19:02,CUST000000216361,647394,5,2000000047515,Two,INR,1453,2%,343,app,SAVE50
2025-08-04,2025-08-04 20:25:39,CUST000000016320,647395,1,2000000284613,1,USD,$7,0%,2,app,
2025-08-04,2025-08-04 20:25:39,CUST000000016320,647395,2,2000000057729,Two,USD,$477,19%,93,app,
2025-08-04,2025-08-04 20:25:39,CUST000000016320,647395,3,2000000349299,1,USD,$68,9%,8,app,
2025-08-04,2025-08-04 20:25:39,CUST000000016320,647395,4,2000000181202,1,USD,$579,16%,88,app,
2025-08-04,2025-08-04 02:33:38,CUST000000165873,647396,1,2000000280615,1,USD,$49,20%,8,web,
2025-08-04,2025-08-04 02:33:38,CUST000000165873,647396,2,2000000117041,1,USD,$48,6%,3,web,
2025-08-04,2025-08-04 15:29:56,CUST000000016605,647397,1,2000000421254,1,USD,$63,9%,11,web,FEST20
2025-08-04,2025-08-04 15:29:56,CUST000000016605,647397,2,2000000391052,Two,USD,$315,6%,30,web,FEST20
2025-08-04,2025-08-04 15:29:56,CUST000000016605,647397,3,2000000074702,1,USD,$481,0%,87,web,FEST20
2025-08-04,2025-08-04 15:29:56,CUST000000016605,647397,4,2000000013978,1,USD,$39,16%,2,web,FEST20
2025-08-04,2025-08-04 05:38:20,CUST000000269051,647398,1,2000000407999,1,AUD,73,16%,12,app,FEST20
2025-08-04,2025-08-04 21:37:45,CUST000000247395,647399,1,2000000303796,1,GBP,4,18%,1,web,
2025-08-04,2025-08-04 21:37:45,CUST000000247395,647399,2,2000000407876,1,GBP,55,2%,7,web,
2025-08-04,2025-08-04 12:59:23,CUST000000139130,647400,1,2000000020082,1,INR,4557,15%,464,web,
2025-08-04,2025-08-04 06:56:26,CUST000000074242,647401,1,2000000280943,1,INR,435,4%,51,app,
2025-08-04,2025-08-04 05:39:50,CUST000000087723,647402,1,2000000286037,1,INR,38890,15%,3966,app,
2025-08-04,2025-08-04 05:39:50,CUST000000087723,647402,2,2000000056142,Two,INR,2007,7%,187,app,
2025-08-04,2025-08-04 16:20:46,CUST000000051208,647403,1,2000000405032,1,USD,$438,7%,74,app,NEW10
2025-08-04,2025-08-04 14:29:12,CUST000000211171,647404,1,2000000113005,1,AED,21,8%,4,app,NEW10
2025-08-04,2025-08-04 14:29:12,CUST000000211171,647404,2,2000000431475,Two,AED,126,21%,11,app,NEW10
2025-08-04,2025-08-04 10:41:53,CUST000000247617,647405,1,2000000162218,1,INR,2757,0%,331,web,
2025-08-04,2025-08-04 10:41:53,CUST000000247617,647405,2,2000000243108,1,INR,8689,3%,1016,web,
2025-08-04,2025-08-04 10:41:53,CUST000000247617,647405,3,2000000240374,1,INR,5285,0%,635,web,
2025-08-04,2025-08-04 10:41:53,CUST000000247617,647405,4,2000000101125,1,INR,3547,22%,138,web,
2025-08-04,2025-08-04 10:41:53,CUST000000247617,647405,5,2000000348490,Two,INR,2006,21%,382,web,
2025-08-04,2025-08-04 21:16:17,CUST000000098070,647406,1,2000000306612,1,INR,2778,17%,416,web,PRIME5
2025-08-04,2025-08-04 19:11:42,CUST000000219985,647407,1,2000000059891,1,USD,$18,5%,1,web,
2025-08-04,2025-08-04 03:21:03,CUST000000256298,647408,1,2000000289892,1,CAD,63,19%,10,app,SAVE50
2025-08-04,2025-08-04 03:21:03,CUST000000256298,647408,2,2000000047119,1,CAD,582,9%,64,app,SAVE50
2025-08-04,2025-08-04 19:49:02,CUST000000196474,647409,1,2000000287904,3,USD,$68,4%,24,app,
2025-08-04,2025-08-04 15:38:20,CUST000000134065,647410,1,2000000210919,1,GBP,8,14%,2,web,SAVE50
2025-08-04,2025-08-04 14:17:40,CUST000000048572,647411,1,2000000186610,1,INR,9419,0%,1696,app,
2025-08-04,2025-08-04 20:30:05,CUST000000249905,647412,1,2000000453095,1,AED,201,2%,24,app,
2025-08-04,2025-08-04 20:30:05,CUST000000249905,647412,2,2000000219479,Two,AED,11,8%,3,app,
2025-08-04,2025-08-04 20:30:05,CUST000000249905,647412,3,2000000243146,Two,AED,168,0%,17,app,
2025-08-04,2025-08-04 06:47:34,CUST000000073544,647413,1,2000000136349,1,INR,841,7%,142,web,
2025-08-04,2025-08-04 08:06:49,CUST000000014551,647414,1,2000000158136,1,INR,6658,9%,304,web,PRIME5
2025-08-04,2025-08-04 08:06:49,CUST000000014551,647414,2,2000000392844,1,INR,924,9%,102,web,PRIME5
2025-08-04,2025-08-04 02:54:34,CUST000000015568,647415,1,2000000006239,1,INR,11279,10%,1831,web,NEW10
2025-08-04,2025-08-04 06:12:15,CUST000000018537,647416,1,2000000028071,3,USD,$21,13%,7,app,
2025-08-04,2025-08-04 06:12:15,CUST000000018537,647416,2,2000000117126,1,USD,$56,12%,9,app,
2025-08-04,2025-08-04 01:59:00,CUST000000169527,647417,1,2000000034560,1,INR,2726,8%,451,app,
2025-08-04,2025-08-04 01:59:00,CUST000000169527,647417,2,2000000428376,1,INR,1057,2%,187,app,
2025-08-04,2025-08-04 07:09:56,CUST000000055541,647418,1,2000000136530,1,SGD,32,9%,4,app,
2025-08-04,2025-08-04 16:03:40,CUST000000100601,647419,1,2000000335810,Two,AED,209,14%,18,web,
2025-08-04,2025-08-04 16:03:40,CUST000000100601,647419,2,2000000435305,1,AED,129,25%,12,web,
2025-08-04,2025-08-04 16:03:40,CUST000000100601,647419,3,2000000398594,Two,AED,1842,6%,415,web,
2025-08-04,2025-08-04 16:03:40,CUST000000100601,647419,4,2000000251165,1,AED,19,11%,1,web,
2025-08-04,2025-08-04 16:52:17,CUST000000061953,647420,1,2000000068527,1,INR,5182,10%,233,app,
2025-08-04,2025-08-04 16:52:17,CUST000000061953,647420,2,2000000142173,1,INR,2903,0%,349,app,
2025-08-04,2025-08-04 19:30:41,CUST000000046922,647421,1,2000000103761,1,INR,14488,0%,725,app,
2025-08-04,2025-08-04 19:30:41,CUST000000046922,647421,2,2000000418292,1,INR,168,13%,8,app,
2025-08-04,2025-08-04 10:34:50,CUST000000033088,647422,1,2000000119960,Two,GBP,63,21%,13,app,
2025-08-04,2025-08-04 13:20:14,CUST000000096157,647423,1,2000000031347,1,USD,$85,3%,15,web,
2025-08-04,2025-08-04 13:20:14,CUST000000096157,647423,2,2000000494135,1,USD,$73,2%,9,web,
2025-08-04,2025-08-04 13:20:14,CUST000000096157,647423,3,2000000010007,1,USD,$93,7%,16,web,
2025-08-04,2025-08-04 00:00:12,CUST000000283461,647424,1,2000000335674,3,INR,3349,16%,1013,app,NEW10
2025-08-04,2025-08-04 00:32:30,CUST000000263309,647425,1,2000000488325,1,INR,15947,10%,1731,app,
2025-08-04,2025-08-04 00:32:30,CUST000000263309,647425,2,2000000332246,1,INR,54342,7%,6060,app,
2025-08-04,2025-08-04 00:32:30,CUST000000263309,647425,3,2000000321189,1,INR,80196,7%,3711,app,
2025-08-04,2025-08-04 00:32:30,CUST000000263309,647425,4,2000000485874,1,INR,3901,9%,427,app,
2025-08-04,2025-08-04 03:04:49,CUST000000106675,647426,1,2000000160610,1,INR,8264,14%,357,app,
2025-08-04,2025-08-04 03:04:49,CUST000000106675,647426,2,2000000277844,1,INR,866,10%,39,app,
2025-08-04,2025-08-04 06:48:18,CUST000000296971,647427,1,2000000144917,1,INR,15681,18%,641,web,
2025-08-04,2025-08-04 09:51:41,CUST000000000565,647428,1,2000000063881,1,INR,1917,12%,85,app,
2025-08-04,2025-08-04 09:51:41,CUST000000000565,647428,2,2000000348575,1,INR,6402,0%,1153,app,
2025-08-04,2025-08-04 09:51:41,CUST000000000565,647428,3,2000000464022,1,INR,608,13%,64,app,
2025-08-04,2025-08-04 06:04:31,CUST000000253509,647429,1,2000000228853,1,INR,1241,0%,63,web,
2025-08-04,2025-08-04 06:04:31,CUST000000253509,647429,2,2000000126852,1,INR,974,15%,100,web,
2025-08-04,2025-08-04 06:04:31,CUST000000253509,647429,3,2000000208893,1,INR,1628,5%,78,web,
2025-08-04,2025-08-04 13:47:59,CUST000000239795,647430,1,2000000345222,1,INR,771,27%,102,app,FEST20
2025-08-04,2025-08-04 04:56:06,CUST000000028843,647431,1,2000000132242,4,INR,2342,0%,1125,web,NEW10
2025-08-04,2025-08-04 21:28:51,CUST000000179121,647432,1,2000000234809,3,INR,4210,9%,1384,app,
2025-08-04,2025-08-04 02:31:41,CUST000000000848,647433,1,2000000237343,1,AED,878,0%,44,app,
2025-08-04,2025-08-04 02:31:41,CUST000000000848,647433,2,2000000443881,1,AED,70,17%,3,app,
2025-08-04,2025-08-04 09:45:44,CUST000000060010,647434,1,2000000214863,Two,AED,104,18%,21,app,
2025-08-04,2025-08-04 08:25:30,CUST000000173568,647435,1,2000000128245,1,INR,82277,13%,8542,app,SAVE50
2025-08-04,2025-08-04 17:43:35,CUST000000182019,647436,1,2000000086194,1,INR,97222,16%,9849,web,
2025-08-04,2025-08-04 20:17:43,CUST000000236384,647437,1,2000000462363,1,AED,699,3%,35,web,NEW10
2025-08-04,2025-08-04 03:56:09,CUST000000041176,647438,1,2000000387185,1,INR,9568,20%,918,app,PRIME5
2025-08-04,2025-08-04 03:56:09,CUST000000041176,647438,2,2000000158297,1,INR,1418,18%,59,app,PRIME5
2025-08-04,2025-08-04 16:57:16,CUST000000066347,647439,1,2000000100159,3,INR,9586,3%,3357,web,
2025-08-04,2025-08-04 05:17:46,CUST000000033560,647440,1,2000000289267,1,SGD,48,1%,3,app,FEST20
2025-08-04,2025-08-04 12:36:39,CUST000000228735,647441,1,2000000135755,1,USD,$132,7%,15,app,FEST20
2025-08-04,2025-08-04 12:13:22,CUST000000251552,647442,1,2000000340890,1,USD,$478,23%,19,app,
2025-08-04,2025-08-04 14:05:15,CUST000000274438,647443,1,2000000240275,1,SGD,82,2%,5,app,
2025-08-04,2025-08-04 13:02:56,CUST000000205010,647444,1,2000000481227,1,INR,2383,3%,116,app,
2025-08-04,2025-08-04 13:02:56,CUST000000205010,647444,2,2000000352084,1,INR,4608,13%,201,app,
2025-08-04,2025-08-04 04:27:42,CUST000000240756,647445,1,2000000148854,1,INR,4149,1%,205,web,PRIME5
2025-08-04,2025-08-04 04:27:42,CUST000000240756,647445,2,2000000209289,1,INR,615,15%,95,web,PRIME5
2025-08-04,2025-08-04 02:01:48,CUST000000002363,647446,1,2000000243214,1,INR,553,6%,27,app,
2025-08-04,2025-08-04 02:01:48,CUST000000002363,647446,2,2000000261898,1,INR,35288,0%,4235,app,
2025-08-04,2025-08-04 02:01:48,CUST000000002363,647446,3,2000000474755,1,INR,1984,13%,310,app,
2025-08-04,2025-08-04 06:57:07,CUST000000152964,647447,1,2000000221601,Two,GBP,24,14%,3,app,PRIME5
2025-08-04,2025-08-04 06:57:07,CUST000000152964,647447,2,2000000434063,1,GBP,21,0%,2,app,PRIME5
2025-08-04,2025-08-04 06:57:07,CUST000000152964,647447,3,2000000078090,1,GBP,11,4%,2,app,PRIME5
2025-08-04,2025-08-04 06:57:07,CUST000000152964,647447,4,2000000150864,Two,GBP,5,0%,1,app,PRIME5
2025-08-04,2025-08-04 05:23:57,CUST000000125206,647448,1,2000000104980,1,INR,3473,25%,313,web,SAVE50
2025-08-04,2025-08-04 05:23:57,CUST000000125206,647448,2,2000000429601,1,INR,7183,5%,1229,web,SAVE50
2025-08-04,2025-08-04 11:46:51,CUST000000039037,647449,1,2000000343044,1,INR,85844,0%,4293,web,SAVE50
2025-08-04,2025-08-04 11:46:51,CUST000000039037,647449,2,2000000184982,1,INR,64914,20%,6199,web,SAVE50
2025-08-04,2025-08-04 20:55:48,CUST000000157288,647450,1,2000000034416,Two,INR,9540,0%,2290,app,SAVE50
2025-08-04,2025-08-04 07:59:50,CUST000000241051,647451,1,2000000047430,1,INR,2525,0%,127,web,PRIME5
2025-08-04,2025-08-04 19:22:20,CUST000000217512,647452,1,2000000061146,1,SGD,1002,16%,102,web,
2025-08-04,2025-08-04 13:11:09,CUST000000210716,647453,1,2000000028019,1,SGD,7,7%,1,app,PRIME5
2025-08-04,2025-08-04 18:29:26,CUST000000047313,647454,1,2000000098784,1,SGD,1519,0%,183,app,FEST20
